departement;departement_commune;libelle_de_commune;arrondissement;canton_ville;zone_d_emploi;unite_urbaine;population_2010;etablissement_sante_court_sejour;etablissement_sante_moyen_sejour;etablissement_sante_long_sejour;etablissement_psychiatrique;centre_lutte_cancer;urgences;maternite;centre_de_sante;structures_psychiatriques_en_ambulatoire;centre_medecine_preventive;dialyse;hospitalisation_a_domicile;pharmacie;laboratoire_d_analyses_medicales;ambulance;transfusion_sanguine;etablissement_thermal;etablissement_lutte_contre_l_alcoolisme;geo_point_2d;geo_shape
77;77424;Saint-Martin-du-Boschet;773;7729;1103;77000;302;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7323588994,3.42880146544;"{""type"": ""Polygon"", ""coordinates"": [[[3.467159144285362, 48.72284556645029], [3.45733276595362, 48.72309949259732], [3.4281982812240113, 48.704607022037415], [3.419376076798114, 48.70766052058533], [3.410324109447275, 48.71620076656591], [3.41020157200812, 48.730025559355774], [3.402372956882064, 48.73919940245957], [3.388210819956143, 48.74385134147963], [3.394421510375257, 48.74688002105196], [3.399107735077215, 48.75500416709983], [3.408966481241118, 48.75287517559871], [3.428275623101268, 48.75716065369936], [3.436594654488673, 48.75318209726988], [3.436810445867819, 48.74320673155963], [3.442734829899289, 48.737806334986196], [3.4673955164920063, 48.73862974871458], [3.466736315693292, 48.72877453114721], [3.467159144285362, 48.72284556645029]]]}"
77;77458;Souppes-sur-Loing;774;7704;1107;268;5561;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;48.186873445,2.74753245184;"{""type"": ""Polygon"", ""coordinates"": [[[2.780977484234441, 48.167362861050044], [2.7732603543282632, 48.16335310328837], [2.763465205233042, 48.164143716024086], [2.754681548831247, 48.16139033707152], [2.736406001798465, 48.166308937890264], [2.731062446967517, 48.1722986551074], [2.711703230856058, 48.17747188006447], [2.692088424148947, 48.17275231885426], [2.689738378247077, 48.18349892003112], [2.717351129482946, 48.198073072928395], [2.725070746503354, 48.206936283624614], [2.734316051412755, 48.21010670847476], [2.767550528628155, 48.2107976305983], [2.780460654402207, 48.20109558326807], [2.789932080834391, 48.198755345525825], [2.793375689041465, 48.19236386060198], [2.780977484234441, 48.167362861050044]]]}"
77;77490;Vendrest;771;7715;1104;77000;730;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0415084133,3.10843248735;"{""type"": ""Polygon"", ""coordinates"": [[[3.150492627105466, 49.02740561855728], [3.108507529805911, 49.02413292185629], [3.098160238872461, 49.02574236950499], [3.085974446884406, 49.03223478341533], [3.081731887381006, 49.03012468305932], [3.072121063162963, 49.031767339663745], [3.070470607641826, 49.03486147701459], [3.069175106055015, 49.04789115606773], [3.075912284369979, 49.05272456340781], [3.096436225485378, 49.06191717124573], [3.120924300173531, 49.060150671008], [3.122728733678624, 49.05367493246203], [3.14635063333658, 49.042363993858544], [3.149817762133615, 49.039940956888536], [3.150492627105466, 49.02740561855728]]]}"
78;78003;Ablis;782;7819;1112;78105;3287;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.5283257707,1.85096499421;"{""type"": ""Polygon"", ""coordinates"": [[[1.842812985133986, 48.49514486017749], [1.82961019583912, 48.496571987531524], [1.812602447112136, 48.50937676014421], [1.811795395389047, 48.51631425633112], [1.8189089417307651, 48.529367488822245], [1.828516671469092, 48.53221554411446], [1.832589596326585, 48.56344667318684], [1.840521462342749, 48.55903502304753], [1.850072194783583, 48.5616917237851], [1.8547535098877712, 48.56020749406361], [1.872429327359197, 48.54812320527914], [1.8761303288045321, 48.5417167408192], [1.8940742894163782, 48.53501164383857], [1.8924867119444562, 48.531929037621566], [1.9009246262124222, 48.52875058680385], [1.8989583227346172, 48.52240777482443], [1.884634338951455, 48.520267968300736], [1.882572679741377, 48.51405887696275], [1.867659843035277, 48.514241602213694], [1.863077498851096, 48.5082419910475], [1.839353640223208, 48.50160687408743], [1.842812985133986, 48.49514486017749]]]}"
78;78189;Crespières;783;7817;1116;78000;1574;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.8822021619,1.921122695;"{""type"": ""Polygon"", ""coordinates"": [[[1.921711343385817, 48.858322474920215], [1.9127169447188042, 48.86084935759396], [1.883102619566447, 48.874535338148135], [1.891348439930463, 48.87853334924984], [1.8894999962727161, 48.888481434723474], [1.899343486153366, 48.887358159451374], [1.903213525098554, 48.88945325742423], [1.911970051642102, 48.90118004939125], [1.9274117683317171, 48.89923280365715], [1.934094509663578, 48.90463470178501], [1.9537565764015161, 48.89566153353578], [1.9499059778381822, 48.88166054642167], [1.945789892510951, 48.87549057830201], [1.9290764425842242, 48.86738260163794], [1.921711343385817, 48.858322474920215]]]}"
78;78624;Triel-sur-Seine;783;7825;1111;851;11598;0;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;48.9780282513,2.00877051663;"{""type"": ""Polygon"", ""coordinates"": [[[2.00356966027465, 48.941323260653284], [2.00252117237398, 48.953994919806156], [1.9961512474827798, 48.9670626563941], [1.99797469335472, 48.97379567151682], [1.993307513716799, 48.98342398993008], [1.9825147826633271, 48.99243371796455], [2.004875435032896, 49.01007612465225], [2.007630934179341, 49.00823745946418], [2.023613730311908, 48.99790106340459], [2.024722630781637, 48.99561693435229], [2.020437440635215, 48.99384642722927], [2.026211825029124, 48.9847027943001], [2.023417014224143, 48.97855593697523], [2.028235253402299, 48.95906235160968], [2.008322700987479, 48.94192925180972], [2.00356966027465, 48.941323260653284]]]}"
78;78653;Vicq;782;7815;1113;78000;333;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.821484306,1.82843694709;"{""type"": ""Polygon"", ""coordinates"": [[[1.8479013041868901, 48.81270786419448], [1.829003494209918, 48.811265015475044], [1.811187805654205, 48.814965840961555], [1.8138162274863192, 48.82155795653208], [1.806116394928206, 48.83005306848663], [1.826069228134562, 48.82969293869976], [1.83270685717366, 48.83381438152656], [1.8392188748285472, 48.83016308220408], [1.8415374906793232, 48.828818416443276], [1.8479013041868901, 48.81270786419448]]]}"
77;77024;Bassevelle;771;7712;1104;77000;352;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9228496694,3.28206618815;"{""type"": ""Polygon"", ""coordinates"": [[[3.293813691891486, 48.90049171552838], [3.282082343387925, 48.90290303782826], [3.27007622059624, 48.9077778649695], [3.252405398956277, 48.90413832646504], [3.239605278349213, 48.909083700201556], [3.251127386883131, 48.916335271214976], [3.2564549036579082, 48.936962191336235], [3.265160662971422, 48.93906549926309], [3.283774016637787, 48.94047068351389], [3.304749523467983, 48.94877327132801], [3.312219518731729, 48.93541805893299], [3.313075874080068, 48.92121636514939], [3.301562148607925, 48.90531962796355], [3.293813691891486, 48.90049171552838]]]}"
77;77033;Bezalles;773;7723;1108;77000;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6668121483,3.24024781081;"{""type"": ""Polygon"", ""coordinates"": [[[3.236473006862096, 48.655032003826726], [3.23021703327031, 48.65565590003425], [3.235664784164505, 48.66548554420233], [3.233892677431609, 48.67914297787406], [3.246690053148032, 48.67967485650577], [3.246685112141233, 48.661352640924484], [3.246153058057142, 48.65504838353487], [3.236473006862096, 48.655032003826726]]]}"
77;77259;Longperrier;771;7709;56;77304;2454;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0509695359,2.65542471026;"{""type"": ""Polygon"", ""coordinates"": [[[2.658493032185593, 49.03659058734194], [2.64323345934904, 49.04409930881132], [2.644442463624521, 49.06329107144277], [2.646017484952161, 49.065085041296385], [2.660160512720128, 49.06181697804737], [2.668886535893483, 49.05381184103218], [2.668511876856352, 49.043928953385915], [2.658493032185593, 49.03659058734194]]]}"
77;77380;Puisieux;771;7715;1104;77000;313;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0654141426,2.91537283877;"{""type"": ""Polygon"", ""coordinates"": [[[2.903098180824748, 49.04013917259564], [2.898317907396301, 49.04370491243264], [2.907336972120532, 49.056075653801464], [2.894433584593402, 49.07049633811567], [2.894953992322069, 49.07706950073246], [2.9015078805206898, 49.0853740425729], [2.9241460896615443, 49.078305300678444], [2.93386178225435, 49.0799924196162], [2.937888308971842, 49.07799849012729], [2.935455142133666, 49.0754886187663], [2.940961742041037, 49.071373393839224], [2.9334230185938712, 49.059257957921176], [2.9217753849281713, 49.05295686085464], [2.915921174381922, 49.043889365506395], [2.903098180824748, 49.04013917259564]]]}"
77;77454;Sognolles-en-Montois;773;7710;1105;77000;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.5188148305,3.15220326867;"{""type"": ""Polygon"", ""coordinates"": [[[3.163353323020386, 48.49936372065442], [3.140885936289596, 48.52046978655705], [3.121918395368799, 48.51642465517099], [3.112491330706834, 48.527705649336355], [3.107848028335309, 48.528717473461406], [3.108775618191647, 48.531910105005544], [3.113652321701957, 48.53222938828253], [3.11856784729548, 48.531720828629844], [3.120898766902644, 48.53815039074039], [3.133333720931153, 48.54333657601195], [3.138278544435336, 48.53820341470372], [3.135020970562364, 48.52515439239098], [3.184730279053719, 48.51957312338339], [3.193391925136325, 48.50725302586293], [3.187279986801789, 48.5017123390392], [3.172122996305613, 48.502967703564806], [3.163353323020386, 48.49936372065442]]]}"
92;92032;Fontenay-aux-Roses;921;9243;1101;851;23351;0;1;0;2;0;0;0;1;0;0;0;0;10;3;0;0;0;0;48.7897301312,2.28723493557;"{""type"": ""Polygon"", ""coordinates"": [[[2.281984557146941, 48.783166662517786], [2.271715007168223, 48.7905246824363], [2.272195653730433, 48.79412525297508], [2.292222681927971, 48.79597239629406], [2.29700437883686, 48.79471446800319], [2.303309205956868, 48.78539753254061], [2.281984557146941, 48.783166662517786]]]}"
95;95395;Le Mesnil-Aubry;952;9508;56;95000;912;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0535430501,2.39230869097;"{""type"": ""Polygon"", ""coordinates"": [[[2.399577207921419, 49.0397205280787], [2.382904573946702, 49.042018886489416], [2.3698408013989622, 49.05452172112176], [2.375177562117018, 49.06352340384149], [2.394342908576212, 49.06867487473146], [2.405129962687403, 49.058837857578446], [2.413628024032028, 49.056298992597696], [2.411988803201727, 49.053656385039616], [2.4185269673683, 49.04644978256268], [2.404686721229286, 49.04499723856089], [2.399577207921419, 49.0397205280787]]]}"
95;95628;Valmondois;953;9534;56;851;1204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0976500716,2.18016319535;"{""type"": ""Polygon"", ""coordinates"": [[[2.208226071881916, 49.091061306992074], [2.19765443622747, 49.09207921615473], [2.184008249322145, 49.086592338605364], [2.173592146378556, 49.088184661166196], [2.159705364297396, 49.1036800050088], [2.160815279680598, 49.10702364407725], [2.18109010542626, 49.10840424329077], [2.199478667083511, 49.09452811981984], [2.208967439634917, 49.093619821812744], [2.208226071881916, 49.091061306992074]]]}"
92;92033;Garches;922;9218;1101;851;18169;1;1;0;1;0;1;0;0;1;0;0;0;7;2;1;0;0;0;48.8450113548,2.18665007789;"{""type"": ""Polygon"", ""coordinates"": [[[2.187209859199239, 48.83772909785025], [2.166622818791542, 48.837740331470734], [2.16734905813437, 48.84089323611041], [2.179811681931084, 48.84552120498508], [2.182605727070648, 48.85156614437129], [2.197861040831894, 48.854763223597715], [2.202369880745095, 48.849577016501364], [2.195576958275919, 48.84115834032375], [2.187209859199239, 48.83772909785025]]]}"
92;92060;Le Plessis-Robinson;921;9232;1101;851;27727;1;0;0;0;0;0;0;1;1;0;0;0;8;1;0;1;0;0;48.7804383642,2.26064286011;"{""type"": ""Polygon"", ""coordinates"": [[[2.279571324559528, 48.78248656760797], [2.259721815485503, 48.773317036625315], [2.239880169599023, 48.77342628528502], [2.237456852049904, 48.776298005575384], [2.271715007168223, 48.7905246824363], [2.281984557146941, 48.783166662517786], [2.279571324559528, 48.78248656760797]]]}"
95;95144;Châtenay-en-France;952;9515;56;95000;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0649154148,2.46274737647;"{""type"": ""Polygon"", ""coordinates"": [[[2.481831731144689, 49.05485012272476], [2.452505408289257, 49.060744524657224], [2.441431422573101, 49.06752724130157], [2.44177133884613, 49.06900345227627], [2.451353393705975, 49.070054643005825], [2.457741549577454, 49.07425574325902], [2.462109734563879, 49.072719826118586], [2.47244602059821, 49.07103925453321], [2.481831731144689, 49.05485012272476]]]}"
95;95205;Écouen;952;9508;56;851;7374;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;49.0260643173,2.38485695599;"{""type"": ""Polygon"", ""coordinates"": [[[2.363647080160659, 49.00957385403513], [2.363450476008217, 49.02003971396452], [2.363865819303775, 49.02184933381385], [2.374985603554153, 49.0374280080276], [2.382904573946702, 49.042018886489416], [2.399577207921419, 49.0397205280787], [2.409546642243277, 49.024204807904056], [2.38966234722041, 49.01402520513975], [2.379580096293232, 49.01346995792685], [2.363647080160659, 49.00957385403513]]]}"
78;78237;Flins-Neuve-Église;781;7808;1110;78000;164;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.8927473667,1.57663299283;"{""type"": ""Polygon"", ""coordinates"": [[[1.585663741799062, 48.88803003214539], [1.573222841706047, 48.88809828747157], [1.5686131697930459, 48.89304415780047], [1.5683704135942609, 48.89591945669565], [1.57574961813095, 48.89893960605169], [1.583190131446946, 48.89422489379979], [1.585663741799062, 48.88803003214539]]]}"
78;78681;Villiers-le-Mahieu;782;7815;1113;78000;704;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.8533372475,1.77379972597;"{""type"": ""Polygon"", ""coordinates"": [[[1.778040029701332, 48.83230593172821], [1.773433984842907, 48.83177307884045], [1.761115691939306, 48.841036344683765], [1.7664174460888251, 48.8502024600207], [1.759018234848263, 48.85873351988189], [1.758615585922181, 48.86876694033669], [1.775130925407737, 48.87261571862385], [1.786653820487446, 48.86201201533821], [1.786929122651837, 48.855457995901276], [1.791696954851194, 48.854399942690996], [1.778040029701332, 48.83230593172821]]]}"
91;91069;Boigneville;912;9118;1115;91000;416;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.3281689535,2.36609167603;"{""type"": ""Polygon"", ""coordinates"": [[[2.3699454076983573, 48.30867320083293], [2.367702281867963, 48.31127051455925], [2.35958528147331, 48.30881554561633], [2.355802481894812, 48.310432565728036], [2.331334540500759, 48.326429355146814], [2.329310114298837, 48.33283305685078], [2.34495244688947, 48.345597852237226], [2.376371617614294, 48.34460679092464], [2.385364207080836, 48.34774884788388], [2.392371524461751, 48.3358726164289], [2.395388995442905, 48.32575705664716], [2.402664267131608, 48.32071945942119], [2.398935772023616, 48.31525714977378], [2.3699454076983573, 48.30867320083293]]]}"
91;91216;Épinay-sur-Orge;913;9114;1116;851;10104;0;0;0;2;0;0;0;0;0;0;0;0;3;1;1;0;0;0;48.672618112,2.31834586071;"{""type"": ""Polygon"", ""coordinates"": [[[2.309444824262695, 48.657052920054404], [2.30007159073682, 48.66959134757039], [2.305157018848814, 48.67831925093628], [2.319514014465477, 48.68146032810097], [2.326403819458225, 48.68650960209649], [2.335290940887073, 48.677762459342595], [2.338125432437762, 48.66737105034268], [2.325093494433438, 48.66909698440028], [2.318728500486487, 48.665642670298666], [2.309444824262695, 48.657052920054404]]]}"
91;91226;Étréchy;911;9109;1114;91303;6295;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;48.4924832389,2.17928848122;"{""type"": ""Polygon"", ""coordinates"": [[[2.193217668168884, 48.480345189300074], [2.190824988516404, 48.47404032318638], [2.161588476199194, 48.474737163508905], [2.148651499246476, 48.48069083390284], [2.138377038947761, 48.48750810724177], [2.151481459270342, 48.501510991287326], [2.157859325953752, 48.4971841016623], [2.178040941163018, 48.49810813248434], [2.178339384663609, 48.504983440785665], [2.18809440691824, 48.51237350903098], [2.182278366422235, 48.51805527308053], [2.187298703016565, 48.518287625065426], [2.194862275092367, 48.51516342092208], [2.203466690733517, 48.51655284725087], [2.202780748343523, 48.50733604700945], [2.216642540512476, 48.49930454605556], [2.193217668168884, 48.480345189300074]]]}"
75;75102;Paris 2e Arrondissement;751;7599;1101;851;23009;1;0;0;0;0;0;0;3;0;0;0;0;22;2;0;0;0;0;48.8679033789,2.34410716666;"{""type"": ""Polygon"", ""coordinates"": [[[2.350834505477619, 48.863344374598334], [2.327877416924118, 48.869863809746434], [2.347826239446091, 48.870630685567946], [2.354114163249875, 48.86927979700135], [2.350834505477619, 48.863344374598334]]]}"
77;77115;Chevry-en-Sereine;774;7716;1107;77000;508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.2486077465,2.96038387712;"{""type"": ""Polygon"", ""coordinates"": [[[2.982213653425646, 48.219653883544915], [2.9726413824218882, 48.218014455695965], [2.973324633822724, 48.22475395050548], [2.969310669335365, 48.22684045520781], [2.920578079076326, 48.23487071666475], [2.929068114080745, 48.27116337319126], [2.946507825850627, 48.27128951311326], [2.958995884321811, 48.26113632724637], [2.990107136247452, 48.273334620608644], [2.998867945196058, 48.26874632175324], [3.003085857317835, 48.2629429004404], [2.989572130791423, 48.252532315052164], [2.9863870608871723, 48.221696935458475], [2.982213653425646, 48.219653883544915]]]}"
77;77210;La Grande-Paroisse;773;7720;1106;77105;2591;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.3917544483,2.89831742058;"{""type"": ""Polygon"", ""coordinates"": [[[2.901297693617484, 48.36118721235901], [2.89136215823368, 48.360773659713885], [2.887622209020774, 48.35460729141514], [2.877699954212657, 48.354867372023975], [2.858468893204151, 48.36308712164514], [2.857075322285237, 48.369149328979574], [2.846176716304159, 48.37907715137251], [2.856587028429626, 48.37986392593166], [2.877739450140878, 48.39016188893945], [2.882279976607179, 48.40744001223264], [2.89146456128308, 48.41585154159489], [2.895282278153128, 48.42610195902436], [2.901274425898279, 48.431154089391974], [2.913055768387403, 48.42708793022453], [2.924807934923124, 48.432691727639394], [2.937085147061823, 48.39709967441055], [2.932803688580805, 48.39621565495458], [2.936285889111723, 48.387751712306354], [2.899812965958959, 48.36810454932485], [2.901297693617484, 48.36118721235901]]]}"
77;77255;Livry-sur-Seine;772;7719;1105;851;1919;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.5051016281,2.68647821336;"{""type"": ""Polygon"", ""coordinates"": [[[2.673117483535653, 48.490543094350215], [2.670039349952726, 48.51301554426249], [2.688160436724504, 48.51673479313597], [2.709168137678929, 48.50829593606775], [2.704885505213982, 48.50187127016552], [2.673117483535653, 48.490543094350215]]]}"
77;77286;Meigneux;773;7710;1105;77000;229;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.5137853479,3.09690502787;"{""type"": ""Polygon"", ""coordinates"": [[[3.111100359261552, 48.497624884250236], [3.103320234709988, 48.50595312288682], [3.088752759010409, 48.505461126771166], [3.073577996628849, 48.50612819103841], [3.05747718367062, 48.514512201856036], [3.059065431400037, 48.51812773593348], [3.088188013105579, 48.5157977749502], [3.0945950903755, 48.5246986693046], [3.107848028335309, 48.528717473461406], [3.112491330706834, 48.527705649336355], [3.121918395368799, 48.51642465517099], [3.122154444578458, 48.50731162392888], [3.117846884571954, 48.50622747253979], [3.111100359261552, 48.497624884250236]]]}"
77;77416;Saint-Just-en-Brie;773;7723;1105;77000;244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6110276431,3.12128070176;"{""type"": ""Polygon"", ""coordinates"": [[[3.114442365474908, 48.59633930244497], [3.104113125029894, 48.59852562767366], [3.102442198844801, 48.61787562472165], [3.102264740088979, 48.62426225937383], [3.12297332538464, 48.625645902296], [3.149271732301855, 48.60738280559295], [3.140189861753834, 48.59949607462335], [3.12575403667238, 48.60268750304093], [3.114442365474908, 48.59633930244497]]]}"
77;77434;Saint-Sauveur-lès-Bray;773;7701;1105;77000;330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.4379889484,3.20463281198;"{""type"": ""Polygon"", ""coordinates"": [[[3.224751324734412, 48.438899140067306], [3.21933376412129, 48.42370530784829], [3.211060633032095, 48.42683309346396], [3.192768272381878, 48.425937589497195], [3.194304108173654, 48.431863738362104], [3.184312798790867, 48.43929270570381], [3.186456628371821, 48.44523594141201], [3.198839566564719, 48.45506678458959], [3.205947045035718, 48.44650818890045], [3.215804536804108, 48.44640970811008], [3.224751324734412, 48.438899140067306]]]}"
77;77072;Chalautre-la-Grande;773;7729;1108;77000;689;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.5497596111,3.44637852602;"{""type"": ""Polygon"", ""coordinates"": [[[3.450707227373667, 48.528667678048386], [3.436498758395194, 48.52854977522454], [3.414244532128624, 48.533469153764855], [3.411377948131249, 48.54273575051884], [3.411499464052727, 48.546135712589205], [3.42402820802293, 48.55073348159807], [3.422780221496735, 48.57071717373327], [3.465516159102228, 48.57048567886506], [3.482364068256384, 48.54980952651416], [3.481745322150638, 48.541454975673346], [3.472683079757252, 48.54004302242571], [3.450707227373667, 48.528667678048386]]]}"
77;77123;Compans;771;7737;56;77000;711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9892298685,2.6561103822;"{""type"": ""Polygon"", ""coordinates"": [[[2.6608253271660782, 48.97475885201799], [2.649496941633353, 48.98147050361657], [2.635065232081531, 48.99968162514391], [2.6241061685827862, 49.0070303067271], [2.647890755089545, 48.99874879250079], [2.663845272531437, 48.99993654105104], [2.674208663273638, 48.98402201734724], [2.6738271242707, 48.97733074002251], [2.672180115173003, 48.976391051931046], [2.6608253271660782, 48.97475885201799]]]}"
77;77171;Esbly;771;7708;1102;77405;5759;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;0;0;0;48.9005636441,2.81238845063;"{""type"": ""Polygon"", ""coordinates"": [[[2.8121763092837773, 48.88803379357739], [2.807495114145141, 48.88902457946908], [2.801396393259797, 48.90763890917906], [2.807765521604681, 48.91182195948694], [2.806567628004384, 48.914760667818406], [2.823919381205963, 48.90371728883481], [2.8213745318694423, 48.89797606908017], [2.824450943375254, 48.89575937098465], [2.8121763092837773, 48.88803379357739]]]}"
77;77328;Nanteau-sur-Essonne;774;7703;1105;260;427;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.3201309037,2.42677043892;"{""type"": ""Polygon"", ""coordinates"": [[[2.420761838263573, 48.299251486039815], [2.402664267131608, 48.32071945942119], [2.395388995442905, 48.32575705664716], [2.392371524461751, 48.3358726164289], [2.401296776333075, 48.3330209400213], [2.419993956030376, 48.33715377412966], [2.433827158573359, 48.33453952581446], [2.451803105134924, 48.327876135059], [2.456022110596931, 48.321741420077885], [2.45866568829277, 48.31392582314185], [2.434832057546711, 48.30252262806567], [2.420761838263573, 48.299251486039815]]]}"
77;77342;Obsonville;774;7704;1107;77000;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.2165551692,2.56864950435;"{""type"": ""Polygon"", ""coordinates"": [[[2.564511756182748, 48.19965997306062], [2.560308765038422, 48.209794174155576], [2.541021265311239, 48.22176909312051], [2.542288072207186, 48.22319567919938], [2.560504942606642, 48.228267665645404], [2.585043807300659, 48.226232878906984], [2.59031140757162, 48.21032493646934], [2.564511756182748, 48.19965997306062]]]}"
77;77345;Orly-sur-Morin;773;7726;1104;77000;671;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9011406989,3.22658496593;"{""type"": ""Polygon"", ""coordinates"": [[[3.239815274264353, 48.89544108453154], [3.235819249747731, 48.889468703602134], [3.216602291933175, 48.89233779035611], [3.208451849315562, 48.89023891032936], [3.207249913977214, 48.90006127142502], [3.211404891371329, 48.90883103160836], [3.219280953814401, 48.91308845270027], [3.239605278349213, 48.909083700201556], [3.252405398956277, 48.90413832646504], [3.239815274264353, 48.89544108453154]]]}"
77;77367;Le Plessis-Placy;771;7715;1104;77000;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0533468836,2.98533936874;"{""type"": ""Polygon"", ""coordinates"": [[[2.97124197629064, 49.03150680892079], [2.983104626135809, 49.053151979208515], [2.9650973086308032, 49.058839741037616], [2.96762238477723, 49.06859619417761], [2.964621197979807, 49.074862355038455], [2.974612129302612, 49.07483790651457], [2.988134641942342, 49.072376362816385], [2.99020298799809, 49.06268377980716], [3.005745940580838, 49.05446579704157], [3.006852798042842, 49.044709860687554], [2.993449366891839, 49.034854998902965], [2.983972937405257, 49.0322914647227], [2.97124197629064, 49.03150680892079]]]}"
77;77394;Rubelles;772;7718;1105;851;1885;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.5646424027,2.68024008996;"{""type"": ""Polygon"", ""coordinates"": [[[2.679756665528549, 48.5514090442155], [2.666998927233823, 48.55259741382487], [2.667000891271272, 48.55868743899809], [2.673709944155894, 48.56722480891097], [2.67468871835467, 48.57985712060681], [2.682529260867708, 48.579095694170356], [2.695995572663515, 48.56898398922309], [2.689667380075657, 48.564137063728765], [2.687378729640375, 48.554748701766485], [2.679756665528549, 48.5514090442155]]]}"
78;78513;La Queue-les-Yvelines;782;7815;1109;78108;2161;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;48.8027893482,1.76744000641;"{""type"": ""Polygon"", ""coordinates"": [[[1.7679476327573531, 48.79182535055018], [1.729075343879844, 48.79819138395201], [1.748342357999578, 48.8032429076358], [1.781204884682767, 48.81639990141592], [1.791087780778701, 48.809574388149386], [1.78771362643851, 48.79713653191839], [1.778282989354891, 48.79578123151212], [1.7690072274515112, 48.7982675489068], [1.7679476327573531, 48.79182535055018]]]}"
78;78591;Septeuil;781;7808;1110;78101;2201;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.8882003986,1.68459218607;"{""type"": ""Polygon"", ""coordinates"": [[[1.6640973322997041, 48.87175174312055], [1.666586041795927, 48.874666683114654], [1.662185666758452, 48.887254576430394], [1.666457919029703, 48.88872332710749], [1.668194069123047, 48.89496663861751], [1.662852730924198, 48.90376635080929], [1.667183098127122, 48.90621604264064], [1.696811485926962, 48.89936482167332], [1.71731024583506, 48.89070897526389], [1.6897701681310662, 48.87288999346663], [1.6640973322997041, 48.87175174312055]]]}"
91;91195;Dannemois;912;9118;1115;91000;840;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.4597288126,2.46450828384;"{""type"": ""Polygon"", ""coordinates"": [[[2.468439836010719, 48.44407508225695], [2.444672047430659, 48.45263887700132], [2.44199594287873, 48.46902679440351], [2.445053291047977, 48.47543751628218], [2.460309448330519, 48.4746981612917], [2.484617826320275, 48.46142859875291], [2.499641403077457, 48.4590548482245], [2.497940704914491, 48.45726638241756], [2.468439836010719, 48.44407508225695]]]}"
91;91374;Marolles-en-Beauce;911;9117;1114;91000;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.3692255214,2.20423612616;"{""type"": ""Polygon"", ""coordinates"": [[[2.188440136156978, 48.36047332961471], [2.178830579602417, 48.3680548568777], [2.196711636460091, 48.380233733151435], [2.201748087629287, 48.379431018358716], [2.209692876701483, 48.383703938292975], [2.222069765594975, 48.36878746412395], [2.223823914786962, 48.36612677860183], [2.232021342745219, 48.36602723601887], [2.229800691687992, 48.360920359475934], [2.188440136156978, 48.36047332961471]]]}"
