departement;departement_commune;libelle_de_commune;arrondissement;canton_ville;zone_d_emploi;unite_urbaine;population_2010;etablissement_sante_court_sejour;etablissement_sante_moyen_sejour;etablissement_sante_long_sejour;etablissement_psychiatrique;centre_lutte_cancer;urgences;maternite;centre_de_sante;structures_psychiatriques_en_ambulatoire;centre_medecine_preventive;dialyse;hospitalisation_a_domicile;pharmacie;laboratoire_d_analyses_medicales;ambulance;transfusion_sanguine;etablissement_thermal;etablissement_lutte_contre_l_alcoolisme;geo_point_2d;geo_shape
77;77373;Pontault-Combault;775;7740;1117;851;35561;1;1;0;1;0;0;0;1;2;0;1;0;11;1;3;0;0;0;48.7871411658,2.61407436985;"{""type"": ""Polygon"", ""coordinates"": [[[2.614816906164042, 48.76112090971125], [2.606453544235837, 48.773334523882774], [2.59103082951138, 48.77232036382681], [2.587148254654037, 48.77461846577872], [2.5988429258207013, 48.793347643327024], [2.591542353000813, 48.797370134020525], [2.596498355269582, 48.806083940358604], [2.592266872483779, 48.80743662937602], [2.595795003166613, 48.81426583101425], [2.600183287980367, 48.81561164760535], [2.627456544425446, 48.80285674852522], [2.63439208889191, 48.79429810571005], [2.626482767502997, 48.79054121159927], [2.626111882410299, 48.787212326635895], [2.64911607211257, 48.774798553411394], [2.640856497812167, 48.768828989103966], [2.630852937169994, 48.769266182167726], [2.614816906164042, 48.76112090971125]]]}"
77;77470;Tournan-en-Brie;772;7728;1117;77307;8054;1;0;0;0;0;1;1;0;0;0;1;0;4;2;2;0;0;0;48.739865817,2.77820566994;"{""type"": ""Polygon"", ""coordinates"": [[[2.785880254414447, 48.71646229319389], [2.7552103298981523, 48.729256187751666], [2.737982942856056, 48.75668777956639], [2.742100718537976, 48.76573572960854], [2.750921046160523, 48.76201294727727], [2.757372006336728, 48.752681417265336], [2.771509983420906, 48.74826622545236], [2.790880112622791, 48.75095497732986], [2.795820787556884, 48.75704350874759], [2.811794650872296, 48.74837249406821], [2.817511758680304, 48.73531287771071], [2.81431129309669, 48.72910193085089], [2.799529726856389, 48.72991448433314], [2.785880254414447, 48.71646229319389]]]}"
78;78490;Plaisir;784;7838;1113;851;30958;1;1;1;3;0;0;0;0;1;0;0;0;8;2;1;0;0;0;48.8126082296,1.94698515715;"{""type"": ""Polygon"", ""coordinates"": [[[1.9859353011511272, 48.79964836079833], [1.970042220080281, 48.79986324349863], [1.9568703127354872, 48.78927042836933], [1.941237904321187, 48.79154348264873], [1.914910943479307, 48.802631449947846], [1.9130661363292432, 48.81993795131864], [1.9178385858043412, 48.820341013587324], [1.921737091072605, 48.82612360123021], [1.9308900413011392, 48.82617879826034], [1.943258259677594, 48.836964867387024], [1.968792679416234, 48.8348312693474], [1.97008605899946, 48.834878390140034], [1.9668984852353901, 48.82179131158714], [1.986479116290323, 48.79968895112652], [1.9859353011511272, 48.79964836079833]]]}"
78;78531;Rosny-sur-Seine;781;7833;1110;78303;5521;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;48.9964226633,1.60820077392;"{""type"": ""Polygon"", ""coordinates"": [[[1.654335039261231, 48.98203397494992], [1.65126191741521, 48.98040761352229], [1.644697250627532, 48.982743878412236], [1.6310774258987282, 48.98729282413312], [1.601482144638052, 48.982589591860865], [1.587270428324039, 48.9871536875156], [1.5671488234955482, 48.98341652681214], [1.547395665164855, 48.991039404137325], [1.574855025454035, 49.00485897324606], [1.584356936522548, 49.016348051166574], [1.600544701747193, 49.01029650548533], [1.614141978738677, 49.012046093008784], [1.637020400241068, 49.00401625754673], [1.657976270809111, 49.0061140378729], [1.656069533455543, 48.99738718089917], [1.6640477045089481, 48.99487719717149], [1.654335039261231, 48.98203397494992]]]}"
91;91390;Méréville;911;9117;1114;91202;3221;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.3183780776,2.07369929257;"{""type"": ""Polygon"", ""coordinates"": [[[2.113716853702258, 48.30724786045628], [2.103783617854091, 48.306831145359816], [2.087542402758889, 48.294505933055625], [2.052708364877964, 48.29547390947903], [2.037179941801892, 48.297364122952786], [2.030569569588521, 48.31069907215188], [2.034811329129583, 48.3243384627428], [2.043787116219623, 48.33305813030643], [2.061831565321016, 48.34351378085326], [2.072970578741462, 48.34021838198893], [2.08744788499712, 48.3435609547665], [2.102947035256989, 48.34328346163951], [2.105052166285983, 48.33060375577401], [2.119967989396257, 48.327854297113774], [2.11876592312506, 48.323895380677875], [2.113716853702258, 48.30724786045628]]]}"
91;91525;Roinville;911;9107;1116;91302;1242;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.5170698274,2.05333144451;"{""type"": ""Polygon"", ""coordinates"": [[[2.046706708386201, 48.48705067177692], [2.03232828721902, 48.50129303082243], [2.036639675318201, 48.50315437051655], [2.039845092739243, 48.51294154547456], [2.036195889848282, 48.53615873426626], [2.05069287113412, 48.545766436440495], [2.05576172301694, 48.547938897636975], [2.060760181158075, 48.54952582699318], [2.074033626531147, 48.509947136433254], [2.06154574081484, 48.49201802028521], [2.046706708386201, 48.48705067177692]]]}"
91;91671;Villeneuve-sur-Auvers;911;9109;1115;91000;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.4671191613,2.25415010197;"{""type"": ""Polygon"", ""coordinates"": [[[2.248528557532639, 48.44965188434276], [2.250214898390015, 48.452784391456014], [2.243071262498506, 48.46141180562312], [2.23075909387186, 48.467135472217564], [2.237752963500354, 48.4792719059353], [2.247386665202758, 48.47743508962205], [2.264778532062881, 48.48194329774485], [2.27059538953538, 48.47916327859277], [2.272935628875314, 48.47432853562603], [2.266135008612965, 48.47009433417688], [2.275053970944429, 48.462996879429305], [2.267301997418006, 48.45917972602607], [2.261527872384653, 48.45040822319844], [2.248528557532639, 48.44965188434276]]]}"
94;94058;Le Perreux-sur-Marne;942;9421;1101;851;32520;1;1;0;1;0;0;0;0;2;0;0;0;11;1;5;0;0;0;48.8423952383,2.50406848573;"{""type"": ""Polygon"", ""coordinates"": [[[2.504679851760673, 48.82972494684112], [2.497599519350123, 48.8308106206705], [2.491523260867017, 48.8476388283287], [2.499717550238719, 48.85567752564453], [2.503941324504135, 48.85723297930665], [2.513670428919681, 48.8501681266457], [2.511701114233563, 48.84363984772178], [2.516994873459801, 48.8340652516781], [2.514734807466692, 48.830989295308854], [2.504679851760673, 48.82972494684112]]]}"
95;95024;Arthies;953;9516;1119;95000;301;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0949860681,1.79726253732;"{""type"": ""Polygon"", ""coordinates"": [[[1.7965466896679252, 49.072232197890884], [1.792819750911606, 49.0818166923001], [1.777519054345048, 49.08976416465385], [1.781942104387352, 49.10314457293605], [1.793543439588511, 49.11485237218501], [1.815330093342677, 49.107983180028455], [1.816338635446762, 49.10460308578101], [1.802515670268199, 49.086400848893845], [1.815394129946803, 49.076412078948856], [1.7965466896679252, 49.072232197890884]]]}"
95;95680;Villiers-le-Bel;952;9535;56;851;26736;1;1;1;0;0;0;0;0;0;0;0;0;10;2;4;0;0;0;49.0084494157,2.40385604039;"{""type"": ""Polygon"", ""coordinates"": [[[2.408136525305707, 48.99196981344385], [2.381614917402773, 49.003310253799384], [2.379580096293232, 49.01346995792685], [2.38966234722041, 49.01402520513975], [2.409546642243277, 49.024204807904056], [2.410273733201858, 49.023992571796164], [2.421759342025464, 49.01906682604786], [2.42512418886243, 49.01398445607198], [2.416535296887699, 48.99850339123759], [2.408136525305707, 48.99196981344385]]]}"
93;93048;Montreuil;931;9396;1101;851;102770;2;2;0;6;0;1;1;10;2;0;2;0;32;5;6;0;0;0;48.8633175054,2.44816211857;"{""type"": ""Polygon"", ""coordinates"": [[[2.447103397771503, 48.85115610761062], [2.437246481853589, 48.852791932880464], [2.429167050346281, 48.84886847284359], [2.418968740818384, 48.849332011243774], [2.416339717281352, 48.8492382734074], [2.415319163395038, 48.855177988140646], [2.423244627825823, 48.85946135635611], [2.435361338815786, 48.87458300848474], [2.442643562229171, 48.871874180558756], [2.451667251149139, 48.878489941265784], [2.464761047295888, 48.87807255709601], [2.471635526074947, 48.869757341120504], [2.4806150643841223, 48.86745838291999], [2.481534079339179, 48.861409850048986], [2.454295126762565, 48.85541604594986], [2.447103397771503, 48.85115610761062]]]}"
95;95058;Bernes-sur-Oise;953;9503;56;459;2378;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;49.165413332,2.3012763367;"{""type"": ""Polygon"", ""coordinates"": [[[2.311918280473377, 49.15016994668642], [2.294154781409917, 49.15115501405079], [2.286399268939692, 49.15992049534477], [2.2887599262149863, 49.16970761782685], [2.299505244094919, 49.17715209391843], [2.301197118632785, 49.183887031612606], [2.310592807616049, 49.184876210021244], [2.311918280473377, 49.15016994668642]]]}"
77;77513;Villenoy;771;7731;1104;77501;4153;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.9414484528,2.85149852192;"{""type"": ""Polygon"", ""coordinates"": [[[2.851211107057974, 48.92432972353876], [2.82975572989391, 48.93355458487291], [2.832326489713023, 48.93631893294498], [2.8258958856486798, 48.944942602991496], [2.86272972522934, 48.95503501055141], [2.872355248281159, 48.9554503023913], [2.876574675828989, 48.949654602837676], [2.872042114282188, 48.94397559689732], [2.851211107057974, 48.92432972353876]]]}"
78;78120;Bullion;782;7819;1116;78000;1951;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6245810321,1.98307952001;"{""type"": ""Polygon"", ""coordinates"": [[[1.9557210468168291, 48.59504320103636], [1.932558902125149, 48.60094605032423], [1.93152797886658, 48.610922332532816], [1.941800482539552, 48.618831498358986], [1.966184952867384, 48.624200271656925], [1.977788851558518, 48.63104723537214], [1.98021739020667, 48.647799961738855], [1.987815696076556, 48.65642850549377], [1.993025231694504, 48.658064839148956], [2.011657818347155, 48.65357913961868], [2.020277135084389, 48.64209105484133], [2.010987729541591, 48.62295250683368], [2.015107284664826, 48.613145283356715], [2.004067710670114, 48.60225843926802], [1.986718725743442, 48.608616072033904], [1.9667076621159971, 48.60940665157069], [1.9592246037924692, 48.60505042200321], [1.9557210468168291, 48.59504320103636]]]}"
78;78300;Hargeville;781;7807;1111;78000;397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.8952160962,1.74614665372;"{""type"": ""Polygon"", ""coordinates"": [[[1.748323291171619, 48.87949775131581], [1.7220838221311299, 48.889608771192044], [1.7273700121012552, 48.89877606730593], [1.7489788340962562, 48.91124450567851], [1.756990862240175, 48.90771236951115], [1.7614791409547892, 48.908883099684545], [1.762304075572207, 48.899439011009434], [1.770432297410547, 48.89606905822859], [1.748323291171619, 48.87949775131581]]]}"
78;78517;Rambouillet;782;7818;1112;78401;26159;1;2;1;1;0;1;1;0;2;0;2;0;9;3;1;1;0;0;48.6539051954,1.82652871851;"{""type"": ""Polygon"", ""coordinates"": [[[1.827546681875148, 48.61921880079522], [1.822350106947091, 48.63489252320576], [1.802348479663074, 48.63884924344306], [1.776490656796841, 48.638262634472014], [1.7688766533597362, 48.6428441152784], [1.766793305697524, 48.65290701244915], [1.7867902751645541, 48.66414114580948], [1.7859780844113051, 48.67455893765777], [1.787264730546573, 48.6776485571365], [1.8034546886774012, 48.68426199553056], [1.812593385318878, 48.68804152919002], [1.83286085139961, 48.67785174632355], [1.848264382092215, 48.67848729852943], [1.842307466882664, 48.665313988203565], [1.8567401672756372, 48.661738080581756], [1.87216833635526, 48.662910570754136], [1.888039299104607, 48.65414500030167], [1.9027715751940821, 48.65087219232345], [1.893258471789668, 48.65003757595147], [1.883126177297029, 48.64387990807794], [1.8770435021569551, 48.63507880714333], [1.857693811733357, 48.63423813530981], [1.8309289413492982, 48.62026860357493], [1.827546681875148, 48.61921880079522]]]}"
77;77055;Brou-sur-Chantereine;775;7736;1101;851;4254;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;48.8901616457,2.63989859744;"{""type"": ""Polygon"", ""coordinates"": [[[2.62567883164549, 48.8741333244374], [2.622212259928947, 48.87651461475821], [2.6226144810211283, 48.88309884945921], [2.629712956489977, 48.891592473825085], [2.626680032874987, 48.89422700294278], [2.644768231502039, 48.90376959103144], [2.657497269507203, 48.89729578116062], [2.651837796677051, 48.88287263812261], [2.632740371367683, 48.88196123609086], [2.62567883164549, 48.8741333244374]]]}"
77;77094;Charmentray;771;7737;56;77000;261;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9509081872,2.77901265334;"{""type"": ""Polygon"", ""coordinates"": [[[2.7830979548585297, 48.93810141893233], [2.771095042295974, 48.93908626543864], [2.762254411344121, 48.949959006135785], [2.761135570187858, 48.952771425273106], [2.763265533987282, 48.95578811878044], [2.7827364270770323, 48.959296051335926], [2.788502617739323, 48.968523524832555], [2.792043926458514, 48.967567539228426], [2.791389318481277, 48.94690184217651], [2.7830979548585297, 48.93810141893233]]]}"
77;77107;Chaumes-en-Brie;772;7728;1105;77111;3046;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.6671544898,2.84491273965;"{""type"": ""Polygon"", ""coordinates"": [[[2.805146896342676, 48.641875876484164], [2.816552028255071, 48.64852320986294], [2.814437117270244, 48.65157818301662], [2.80442804627002, 48.65263256301069], [2.795586464632982, 48.657070159340016], [2.808806579376776, 48.66182335208287], [2.803654236815006, 48.677951467217945], [2.815411156869839, 48.68332204326006], [2.825940432323627, 48.6827532282916], [2.836666460701802, 48.675653657467315], [2.854479718459893, 48.68267454057516], [2.896102738676404, 48.68112602745708], [2.898940801243301, 48.67451742161724], [2.894338202195119, 48.6737758704936], [2.882205094707584, 48.657942801861864], [2.869045058934332, 48.65946717468736], [2.858062247073824, 48.6539497932391], [2.848731819891708, 48.65521557801327], [2.846696602821329, 48.650157889598965], [2.836591432367269, 48.651853480026304], [2.805146896342676, 48.641875876484164]]]}"
77;77132;Coupvray;775;7743;1102;77405;2705;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.8855498316,2.79349218664;"{""type"": ""Polygon"", ""coordinates"": [[[2.786366061184544, 48.86026480031931], [2.788619431561102, 48.872607419162854], [2.780045800201992, 48.87546077176846], [2.777211708831183, 48.88142692751446], [2.785110066135982, 48.893806725438886], [2.774996909726535, 48.90171989748915], [2.801396393259797, 48.90763890917906], [2.807495114145141, 48.88902457946908], [2.8121763092837773, 48.88803379357739], [2.803626486075425, 48.87701261332019], [2.800218190696758, 48.86272588337276], [2.786366061184544, 48.86026480031931]]]}"
77;77197;Frétoy;773;7723;1103;77000;155;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7063577233,3.20260750472;"{""type"": ""Polygon"", ""coordinates"": [[[3.212320353639203, 48.691766766912146], [3.182278877402068, 48.698697256966874], [3.183398899337572, 48.70810372516518], [3.191691627411387, 48.71625758256187], [3.197988265515741, 48.72074446569697], [3.217625315292628, 48.719424083227366], [3.218452860673954, 48.693023921785844], [3.212320353639203, 48.691766766912146]]]}"
77;77243;Lagny-sur-Marne;775;7714;1102;851;20236;2;1;1;3;0;1;1;0;4;0;2;0;8;2;5;0;0;0;48.8730701858,2.70978081313;"{""type"": ""Polygon"", ""coordinates"": [[[2.727542158243183, 48.85975862454365], [2.709454819890855, 48.864761276749235], [2.696453631985896, 48.866608587950175], [2.694166759216122, 48.8730238890733], [2.680162376432985, 48.87129657626423], [2.673953998830155, 48.87652283001623], [2.703843665050603, 48.88069236307745], [2.727733026974796, 48.883222165132516], [2.73488085797555, 48.882707616585115], [2.729823867621858, 48.882345582776395], [2.729660828405411, 48.869098369135386], [2.727542158243183, 48.85975862454365]]]}"
91;91122;Bures-sur-Yvette;913;9121;1116;851;9535;0;0;0;1;0;0;0;1;1;0;0;0;3;0;1;0;0;0;48.6929979919,2.15838686116;"{""type"": ""Polygon"", ""coordinates"": [[[2.161288984972471, 48.67556803747717], [2.153378907232919, 48.67839956933676], [2.150231104275433, 48.68403509881167], [2.141560081331339, 48.68593392205398], [2.145658180144769, 48.687879301747515], [2.145298554815942, 48.697411452011195], [2.160814846228304, 48.705958876805674], [2.170751870951656, 48.706658005011704], [2.175163690695225, 48.6957867419333], [2.165981212247245, 48.69476042493666], [2.161288984972471, 48.67556803747717]]]}"
91;91363;Marcoussis;913;9120;1116;851;7909;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;48.6463321888,2.20621393661;"{""type"": ""Polygon"", ""coordinates"": [[[2.202972626420991, 48.6283859701903], [2.202022129426071, 48.62842458361314], [2.187472243644117, 48.637339639321915], [2.181789640372368, 48.63185851844056], [2.170938273949708, 48.63922270764312], [2.165598362647238, 48.648945403830275], [2.177108090322008, 48.65599679137556], [2.191269659016876, 48.66826423744233], [2.19545645913776, 48.668886247328764], [2.208440230988943, 48.66614869176663], [2.221783840675734, 48.66103735068983], [2.226566634862893, 48.651641506652176], [2.238271067061231, 48.6449884462239], [2.248510890675266, 48.645602177991684], [2.252930406487889, 48.639351262961156], [2.24345198980755, 48.633093664318054], [2.225495992754842, 48.62858852194573], [2.2062332742704, 48.63081851818379], [2.202972626420991, 48.6283859701903]]]}"
91;91631;Varennes-Jarcy;912;9138;1117;851;2373;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.6815226941,2.56238031249;"{""type"": ""Polygon"", ""coordinates"": [[[2.584074003883713, 48.677153835112456], [2.574614089001805, 48.67630193836937], [2.565342405386192, 48.669180607421005], [2.55723074880625, 48.672892595011504], [2.547570591355319, 48.67177695195624], [2.541233860568675, 48.68043269567252], [2.543107275178428, 48.686772170217935], [2.548997228878015, 48.68902527117824], [2.5716466589996623, 48.69202303722503], [2.580375775134844, 48.6894816011529], [2.584074003883713, 48.677153835112456]]]}"
91;91494;Le Plessis-Pâté;913;9104;1116;851;4036;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;48.6071065715,2.3415354355;"{""type"": ""Polygon"", ""coordinates"": [[[2.338445908821838, 48.5904990451477], [2.326590094046657, 48.5929423269166], [2.328923407628245, 48.596049976754294], [2.3187902510767, 48.61189646322535], [2.328934734600984, 48.619510202871396], [2.33048581041898, 48.620229566830076], [2.349942576141706, 48.62018443430192], [2.359384389610768, 48.61807671193454], [2.362191410663048, 48.60148624260542], [2.361605606009168, 48.598361668395754], [2.339736608467951, 48.593528722366976], [2.338445908821838, 48.5904990451477]]]}"
91;91679;Villiers-le-Bâcle;913;9103;1116;851;1204;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7288080861,2.1221470247;"{""type"": ""Polygon"", ""coordinates"": [[[2.110332692821421, 48.714381141190366], [2.107693288719874, 48.7177075324668], [2.106156447293099, 48.71934209271171], [2.110479736423849, 48.724906226346405], [2.101167253189999, 48.732787859400496], [2.104654423752266, 48.73797705311927], [2.117747165025385, 48.74136659341176], [2.134979897435428, 48.737139276053675], [2.145909728032609, 48.72986030377591], [2.143858238978393, 48.72312651480234], [2.126616073810309, 48.72173330453653], [2.123300411404308, 48.715979271458316], [2.110332692821421, 48.714381141190366]]]}"
77;77023;Barcy;771;7717;1104;77000;236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0168774828,2.87655979952;"{""type"": ""Polygon"", ""coordinates"": [[[2.901051990899289, 49.02297224319052], [2.903170231759235, 49.01617612554699], [2.8816597619964393, 49.00698508015877], [2.862415056239775, 49.001713238081024], [2.85749154488146, 49.002957382591994], [2.856610439353208, 49.00527626864332], [2.860664986931008, 49.00707044801112], [2.85657569446549, 49.01291039747465], [2.862503541013298, 49.0250833333905], [2.85566819441665, 49.02957121141493], [2.854161478511489, 49.0304775604466], [2.869464206949554, 49.03009953210693], [2.876012474409051, 49.025116026475324], [2.884100626420334, 49.02794753158476], [2.898000161679894, 49.024426364745665], [2.901051990899289, 49.02297224319052]]]}"
77;77091;Les Chapelles-Bourbon;773;7727;1117;77000;421;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7435938293,2.83654734794;"{""type"": ""Polygon"", ""coordinates"": [[[2.848869783468873, 48.72964537395772], [2.836510024888224, 48.73437803017079], [2.817511758680304, 48.73531287771071], [2.811794650872296, 48.74837249406821], [2.825795768642239, 48.75063326808254], [2.835810859452755, 48.75782470481994], [2.845576645986877, 48.75824246203643], [2.848929943956331, 48.7558543421453], [2.8492697285530193, 48.74652792784307], [2.857316358956748, 48.743254964319036], [2.856323312650211, 48.73347711975795], [2.848869783468873, 48.72964537395772]]]}"
77;77097;Chartronges;773;7711;1103;77000;279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.7513681905,3.26256489697;"{""type"": ""Polygon"", ""coordinates"": [[[3.279101858207047, 48.73880471938572], [3.261097848598732, 48.736084232957445], [3.242056851707612, 48.738040125247366], [3.242248850451422, 48.741322611068014], [3.249623201479423, 48.744959046858675], [3.2443758258182562, 48.75413489299974], [3.246505870202459, 48.77025676562225], [3.258833035501862, 48.764726383492736], [3.278962341081741, 48.766147088033904], [3.276243898279355, 48.75635891448977], [3.280191298012633, 48.75430806417845], [3.285567704490543, 48.749978161310146], [3.279101858207047, 48.73880471938572]]]}"
77;77209;Gouvernes;775;7714;1102;851;1113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.8584691866,2.69464360484;"{""type"": ""Polygon"", ""coordinates"": [[[2.682287506280284, 48.84920581523064], [2.677300527888495, 48.85792497147961], [2.696453631985896, 48.866608587950175], [2.709454819890855, 48.864761276749235], [2.709853943303526, 48.85428511336874], [2.6972477495836022, 48.85428086186772], [2.682287506280284, 48.84920581523064]]]}"
77;77293;Misy-sur-Yonne;773;7720;1106;77000;974;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.3656144275,3.0952436577;"{""type"": ""Polygon"", ""coordinates"": [[[3.103418050565775, 48.349514185429186], [3.099602204539638, 48.351604747881304], [3.09877685810831, 48.35775033768177], [3.088840555543845, 48.35741632253953], [3.0806110576301, 48.360832029331384], [3.066701666498092, 48.35771875540476], [3.07287382728899, 48.369510004036584], [3.075178751818926, 48.37613920508844], [3.088353493243234, 48.37285528496702], [3.1168245984393472, 48.375412720570075], [3.12246706688311, 48.36863242587751], [3.11474788822072, 48.364375646235295], [3.103418050565775, 48.349514185429186]]]}"
95;95500;Pontoise;953;9519;1119;851;29548;1;1;0;2;0;1;1;0;1;0;2;0;9;2;1;1;0;0;49.0513737853,2.09487928948;"{""type"": ""Polygon"", ""coordinates"": [[[2.090658278412783, 49.023966597794555], [2.084204716663622, 49.03169595942076], [2.085450417543997, 49.03783821805331], [2.072221766486022, 49.04716964872211], [2.094814772148465, 49.07026289974964], [2.090414716566818, 49.072216909614916], [2.099192484833069, 49.0695764335272], [2.1072870332127582, 49.061256264295075], [2.120222347793853, 49.06502941522313], [2.126523773736604, 49.06382549588701], [2.10051725460273, 49.04605401787113], [2.095793873352153, 49.036073119145335], [2.090658278412783, 49.023966597794555]]]}"
78;78245;Fontenay-Mauvoisin;781;7802;1110;78000;418;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.9610924482,1.64777778517;"{""type"": ""Polygon"", ""coordinates"": [[[1.6484736724138722, 48.951021035671516], [1.630992042609132, 48.95163211362953], [1.637029723080302, 48.95625174561319], [1.633989323322805, 48.961775256160855], [1.63711364445084, 48.967638697983695], [1.663794537455568, 48.969647733077835], [1.665963893296819, 48.97028344608833], [1.6659071475541252, 48.96983313708424], [1.661278587244103, 48.960194373317094], [1.6493562957009011, 48.954367658091506], [1.6484736724138722, 48.951021035671516]]]}"
78;78528;Rolleboise;781;7802;1110;78303;412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.0191886627,1.60183464658;"{""type"": ""Polygon"", ""coordinates"": [[[1.614141978738677, 49.012046093008784], [1.600544701747193, 49.01029650548533], [1.584356936522548, 49.016348051166574], [1.587658020520255, 49.02417512024221], [1.6016294065307601, 49.027387363285236], [1.6111701006618282, 49.026041207566], [1.617036579851304, 49.02810540843471], [1.614141978738677, 49.012046093008784]]]}"
78;78590;Senlisse;782;7805;1116;78000;541;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48.6854188568,1.97174310378;"{""type"": ""Polygon"", ""coordinates"": [[[2.00076464907271, 48.668024965498475], [1.990225768144295, 48.67577114558809], [1.958762606795346, 48.677398547226986], [1.935192186575686, 48.6855650934503], [1.937892291577651, 48.68773906363643], [1.943273386565222, 48.69508206714281], [1.9577012884773501, 48.69179981443941], [1.965868928476708, 48.69582883046343], [1.9805438741623431, 48.69583822567571], [2.003423430626526, 48.68885340497597], [1.9967247456868562, 48.68464142408274], [2.00076464907271, 48.668024965498475]]]}"
91;91659;Villabé;912;9106;1115;851;4869;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;48.5857767602,2.45200288236;"{""type"": ""Polygon"", ""coordinates"": [[[2.439394862714953, 48.57706523154249], [2.433797739357539, 48.589452587219085], [2.450467092051464, 48.59548571501212], [2.46439552773995, 48.594055956479764], [2.469570036691401, 48.578552898720865], [2.442294558670131, 48.57719579971013], [2.439394862714953, 48.57706523154249]]]}"
93;93046;Livry-Gargan;932;9314;56;851;41808;1;3;0;0;0;0;1;2;1;0;0;0;12;1;2;0;0;0;48.9197633213,2.53486592332;"{""type"": ""Polygon"", ""coordinates"": [[[2.510923718752643, 48.901796021348346], [2.518786304714338, 48.9100654325145], [2.509447396464468, 48.912257801546936], [2.507299294877434, 48.91866092556631], [2.517563921864038, 48.925663154559494], [2.536505421140909, 48.927284676378314], [2.546897110776249, 48.93444667508039], [2.557242618170468, 48.93453929660935], [2.564583527207108, 48.92831624231729], [2.5592238544861363, 48.92140817151952], [2.553417196855675, 48.9158740560523], [2.543354516239249, 48.9166274969727], [2.53868594636339, 48.91070127930702], [2.521505557411174, 48.90366434221959], [2.510923718752643, 48.901796021348346]]]}"
94;94018;Charenton-le-Pont;941;9407;1101;851;29348;1;0;0;0;0;0;0;1;2;0;0;0;11;3;2;0;0;0;48.8228084978,2.40760915477;"{""type"": ""Polygon"", ""coordinates"": [[[2.415904474059502, 48.81633738861281], [2.409363681821797, 48.816674002076496], [2.390069237832736, 48.82569680951253], [2.40329566085689, 48.82924409837715], [2.419985643502435, 48.82408288251116], [2.419588735738723, 48.81691294395155], [2.415904474059502, 48.81633738861281]]]}"
94;94033;Fontenay-sous-Bois;942;9491;1101;851;53145;0;0;0;2;0;0;0;3;3;0;1;0;17;5;5;0;0;0;48.8511046382,2.47395409774;"{""type"": ""Polygon"", ""coordinates"": [[[2.467245943197848, 48.839088269853825], [2.447852027015208, 48.84481015467711], [2.456159814159023, 48.84651200859662], [2.455516394414248, 48.849404986731415], [2.447103397771503, 48.85115610761062], [2.454295126762565, 48.85541604594986], [2.481534079339179, 48.861409850048986], [2.496392095141792, 48.85990845268808], [2.499717550238719, 48.85567752564453], [2.491523260867017, 48.8476388283287], [2.467245943197848, 48.839088269853825]]]}"
95;95119;Buhy;953;9516;1119;95000;307;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49.1917501414,1.70277550581;"{""type"": ""Polygon"", ""coordinates"": [[[1.712019605874025, 49.17841628180951], [1.6812005763210771, 49.18274044009817], [1.682786591167123, 49.19587655074114], [1.696483244812611, 49.2055205223252], [1.7015814849128361, 49.20578236742737], [1.706339192557916, 49.19990817938744], [1.715546355609404, 49.202659157996784], [1.724558855554573, 49.20054300447682], [1.725864323401931, 49.194334730875184], [1.712019605874025, 49.17841628180951]]]}"
